Name1,Name2,Stamina,Exp,HP,Tame,Vitality,Armour,Speed,Power
Stamina Stonefruit X Health Hot Air Fruit,Health Hot Air Fruit X Stamina Stonefruit,95,50,30,0,0,0,0,0
Stamina Stonefruit X Health Yarrow,Health Yarrow X Stamina Stonefruit,95,0,45,0,0,0,0,0
Stamina Stonefruit X Power Bulbshroom,Power Bulbshroom X Stamina Stonefruit,115,0,0,0,0,0,3,4.5
Stamina Stonefruit X Power Ruby Plant,Power Ruby Plant X Stamina Stonefruit,115,0,0,0,2,0,2,3
Stamina Stonefruit X Power Black Pearl,Power Black Pearl X Stamina Stonefruit,115,0,0,0,0,-3,0,7.5
Stamina Stonefruit X Power Electricone,Power Electricone X Stamina Stonefruit,105,0,0,0,0,0,0,6
Stamina Stonefruit X Power Fuzzball,Power Fuzzball X Stamina Stonefruit,105,0,0,0,1,0,1,1.5
Stamina Stonefruit X Power Zaplant,Power Zaplant X Stamina Stonefruit,95,0,0,0,0,1,0,4.5
Stamina Stonefruit X Power Wingfruit,Power Wingfruit X Stamina Stonefruit,95,0,0,0,-8,0,0,12
Stamina Stonefruit X Power Umbrellashroom,Power Umbrellashroom X Stamina Stonefruit,95,0,0,0,-1,0,0,3
Stamina Stonefruit X Power Mossball,Power Mossball X Stamina Stonefruit,95,0,10,0,0,0,1,1.5
Stamina Stonefruit X Power Nimbus Plant,Power Nimbus Plant X Stamina Stonefruit,95,0,0,0,0,0,0,4.5
Stamina Stonefruit X Power Spirit Bane,Power Spirit Bane X Stamina Stonefruit,95,0,0,0,0,0,-5,7.5
Stamina Stonefruit X Speed Bulbshroom,Speed Bulbshroom X Stamina Stonefruit,115,0,0,0,0,0,4.5,3
Stamina Stonefruit X Speed Ruby Plant,Speed Ruby Plant X Stamina Stonefruit,115,0,0,0,2,0,3,2
Stamina Stonefruit X Speed Fuzzball,Speed Fuzzball X Stamina Stonefruit,105,0,0,0,1,0,1.5,1
Stamina Stonefruit X Speed Plantern,Speed Plantern X Stamina Stonefruit,105,0,0,0,0,0,6,0
Stamina Stonefruit X Speed Sun Flower,Speed Sun Flower X Stamina Stonefruit,95,0,0,30,0,0,3,0
Stamina Stonefruit X Speed CatTail,Speed CatTail X Stamina Stonefruit,95,0,0,0,0,0,4.5,0
Stamina Stonefruit X Speed Mossball,Speed Mossball X Stamina Stonefruit,95,0,10,0,0,0,1.5,1
Stamina Stonefruit X Speed Popsiplant,Speed Popsiplant X Stamina Stonefruit,95,0,0,0,1,0,3,0
Stamina Stonefruit X Speed Bolt,Speed Bolt X Stamina Stonefruit,95,0,0,0,0,0,7.5,0
Stamina Stonefruit X Speed Flameroot,Speed Flameroot X Stamina Stonefruit,95,0,0,0,0,0,6,0
Stamina Stonefruit X Tame Snowdrop Flower,Tame Snowdrop Flower X Stamina Stonefruit,115,500,0,150,0,0,0,0
Stamina Stonefruit X Tame Spectre Flower,Tame Spectre Flower X Stamina Stonefruit,105,0,0,75,0,0,-2,0
Stamina Stonefruit X Tame Flag Flower,Tame Flag Flower X Stamina Stonefruit,105,0,0,60,0,0,0,0
Stamina Stonefruit X Tame Tiny Flower,Tame Tiny Flower X Stamina Stonefruit,95,50,0,45,0,0,0,0
Stamina Stonefruit X Tame Sun Flower,Tame Sun Flower X Stamina Stonefruit,95,0,0,45,0,0,2,0
Stamina Stonefruit X Tame Fire Flower,Tame Fire Flower X Stamina Stonefruit,95,0,0,45,0,0,0,0
Stamina Stonefruit X Tame Pinwheel Flower,Tame Pinwheel Flower X Stamina Stonefruit,95,0,0,30,1,0,0,0
Stamina Stonefruit X Tame Flake Flower,Tame Flake Flower X Stamina Stonefruit,65,0,0,75,-2,0,-2,-2
Stamina Stonefruit X Magic Mushroom,Magic Mushroom X Stamina Stonefruit,175,0,0,0,0,0,0,0
Stamina Stonefruit X Snow Flobes,Snow Flobes X Stamina Stonefruit,155,0,0,0,0,0,0,0
Stamina Stonefruit X Squish,Squish X Stamina Stonefruit,135,0,0,0,0,0,0,0
Stamina Stonefruit X Stonefruit,Stonefruit X Stamina Stonefruit,125,0,0,0,0,0,0,0
Stamina Stonefruit X Snowdrop Flower,Snowdrop Flower X Stamina Stonefruit,115,500,0,100,0,0,0,0
Stamina Stonefruit X Icicle Root,Icicle Root X Stamina Stonefruit,115,0,0,0,-5,5,-5,-5
Stamina Stonefruit X Sweater Plant,Sweater Plant X Stamina Stonefruit,115,0,0,0,0,3,0,0
Stamina Stonefruit X Chilly Berry,Chilly Berry X Stamina Stonefruit,115,0,0,0,1,1,0,0
Stamina Stonefruit X Bulbshroom,Bulbshroom X Stamina Stonefruit,115,0,0,0,0,0,3,3
Stamina Stonefruit X Ruby Plant,Ruby Plant X Stamina Stonefruit,115,0,0,0,2,0,2,2
Stamina Stonefruit X Snowman Plant,Snowman Plant X Stamina Stonefruit,115,0,50,0,1,0,0,0
Stamina Stonefruit X Gift Plant,Gift Plant X Stamina Stonefruit,115,1000,0,0,0,0,0,0
Stamina Stonefruit X Cresent Plant,Cresent Plant X Stamina Stonefruit,115,0,0,0,5,0,0,0
Stamina Stonefruit X Beach Peach,Beach Peach X Stamina Stonefruit,115,0,0,0,0,0,0,0
Stamina Stonefruit X Popcorn Plant,Popcorn Plant X Stamina Stonefruit,115,0,0,0,0,-1,0,0
Stamina Stonefruit X Black Pearl,Black Pearl X Stamina Stonefruit,115,0,0,0,0,-3,0,5
Stamina Stonefruit X Spectre Flower,Spectre Flower X Stamina Stonefruit,105,0,0,50,0,0,-2,0
Stamina Stonefruit X Flag Flower,Flag Flower X Stamina Stonefruit,105,0,0,40,0,0,0,0
Stamina Stonefruit X Skeleplant,Skeleplant X Stamina Stonefruit,105,0,0,0,-2,2,0,0
Stamina Stonefruit X Electricone,Electricone X Stamina Stonefruit,105,0,0,0,0,0,0,4
Stamina Stonefruit X Fuzzball,Fuzzball X Stamina Stonefruit,105,0,0,0,1,0,1,1
Stamina Stonefruit X Wilowisp,Wilowisp X Stamina Stonefruit,105,250,0,0,0,0,0,0
Stamina Stonefruit X Plantern,Plantern X Stamina Stonefruit,105,0,0,0,0,0,4,0
Stamina Stonefruit X Heat Plant,Heat Plant X Stamina Stonefruit,105,0,0,0,4,0,0,0
Stamina Stonefruit X Ghostshroom,Ghostshroom X Stamina Stonefruit,105,0,100,0,0,0,0,0
Stamina Stonefruit X Colberry,Colberry X Stamina Stonefruit,105,0,40,0,0,0,0,0
Stamina Stonefruit X Applum,Applum X Stamina Stonefruit,105,0,20,0,0,0,0,0
Stamina Stonefruit X Tiny Flower,Tiny Flower X Stamina Stonefruit,95,50,0,30,0,0,0,0
Stamina Stonefruit X Sun Flower,Sun Flower X Stamina Stonefruit,95,0,0,30,0,0,2,0
Stamina Stonefruit X Fire Flower,Fire Flower X Stamina Stonefruit,95,0,0,30,0,0,0,0
Stamina Stonefruit X Pinwheel Flower,Pinwheel Flower X Stamina Stonefruit,95,0,0,20,1,0,0,0
Stamina Stonefruit X Zaplant,Zaplant X Stamina Stonefruit,95,0,0,0,0,1,0,3
Stamina Stonefruit X Wingfruit,Wingfruit X Stamina Stonefruit,95,0,0,0,-8,0,0,8
Stamina Stonefruit X Lilypad,Lilypad X Stamina Stonefruit,95,0,15,0,0,0,0,0
Stamina Stonefruit X CatTail,CatTail X Stamina Stonefruit,95,0,0,0,0,0,3,0
Stamina Stonefruit X Umbrellashroom,Umbrellashroom X Stamina Stonefruit,95,0,0,0,-1,0,0,2
Stamina Stonefruit X Mossball,Mossball X Stamina Stonefruit,95,0,10,0,0,0,1,1
Stamina Stonefruit X Popsiplant,Popsiplant X Stamina Stonefruit,95,0,0,0,1,0,2,0
Stamina Stonefruit X Hot Air Fruit,Hot Air Fruit X Stamina Stonefruit,95,50,20,0,0,0,0,0
Stamina Stonefruit X Bolt,Bolt X Stamina Stonefruit,95,0,0,0,0,0,5,0
Stamina Stonefruit X Flameroot,Flameroot X Stamina Stonefruit,95,0,0,0,0,0,4,0
Stamina Stonefruit X Bloodroot,Bloodroot X Stamina Stonefruit,95,0,0,0,5,0,-5,0
Stamina Stonefruit X Eyeberry,Eyeberry X Stamina Stonefruit,95,100,0,0,0,0,0,0
Stamina Stonefruit X Nimbus Plant,Nimbus Plant X Stamina Stonefruit,95,0,0,0,0,0,0,3
Stamina Stonefruit X Hot Pepper,Hot Pepper X Stamina Stonefruit,95,0,0,0,3,0,0,0
Stamina Stonefruit X Yarrow,Yarrow X Stamina Stonefruit,95,0,30,0,0,0,0,0
Stamina Stonefruit X Spirit Bane,Spirit Bane X Stamina Stonefruit,95,0,0,0,0,0,-5,5
Stamina Stonefruit X Prickly Plant,Prickly Plant X Stamina Stonefruit,95,0,0,0,0,0,0,-4
Stamina Stonefruit X Erdenleaf,Erdenleaf X Stamina Stonefruit,95,0,0,0,0,-2,0,0
Stamina Stonefruit X Flake Flower,Flake Flower X Stamina Stonefruit,65,0,0,50,-2,0,-2,-2
Stamina Stonefruit X Spiky Plant,Spiky Plant X Stamina Stonefruit,65,0,0,0,0,0,-3,0
Stamina Stonefruit X Saplant,Saplant X Stamina Stonefruit,65,0,0,0,0,0,-5,0
Stamina Stonefruit X Nightshade,Nightshade X Stamina Stonefruit,65,0,0,0,-3,0,0,0
Stamina Stonefruit X Mandrake,Mandrake X Stamina Stonefruit,65,0,0,0,0,0,0,-3
Stamina Stonefruit X Grumpkin,Grumpkin X Stamina Stonefruit,65,0,0,0,-1,0,-1,-1
Stamina Snowdrop Flower X Stamina Snowdrop Flower,Stamina Snowdrop Flower X Stamina Snowdrop Flower,120,1000,0,200,0,0,0,0
Stamina Snowdrop Flower X Stamina Icicle Root,Stamina Icicle Root X Stamina Snowdrop Flower,120,500,0,100,-5,5,-5,-5
Stamina Snowdrop Flower X Stamina Sweater Plant,Stamina Sweater Plant X Stamina Snowdrop Flower,120,500,0,100,0,3,0,0
Stamina Snowdrop Flower X Stamina Chilly Berry,Stamina Chilly Berry X Stamina Snowdrop Flower,120,500,0,100,1,1,0,0
Stamina Snowdrop Flower X Stamina Bulbshroom,Stamina Bulbshroom X Stamina Snowdrop Flower,120,500,0,100,0,0,3,3
Stamina Snowdrop Flower X Stamina Ruby Plant,Stamina Ruby Plant X Stamina Snowdrop Flower,120,500,0,100,2,0,2,2
Stamina Snowdrop Flower X Stamina Snowman Plant,Stamina Snowman Plant X Stamina Snowdrop Flower,120,500,50,100,1,0,0,0
Stamina Snowdrop Flower X Stamina Gift Plant,Stamina Gift Plant X Stamina Snowdrop Flower,120,1500,0,100,0,0,0,0
Stamina Snowdrop Flower X Stamina Cresent Plant,Stamina Cresent Plant X Stamina Snowdrop Flower,120,500,0,100,5,0,0,0
Stamina Snowdrop Flower X Stamina Beach Peach,Stamina Beach Peach X Stamina Snowdrop Flower,120,500,0,100,0,0,0,0
Stamina Snowdrop Flower X Stamina Popcorn Plant,Stamina Popcorn Plant X Stamina Snowdrop Flower,120,500,0,100,0,-1,0,0
Stamina Snowdrop Flower X Stamina Black Pearl,Stamina Black Pearl X Stamina Snowdrop Flower,120,500,0,100,0,-3,0,5
Stamina Snowdrop Flower X Stamina Spectre Flower,Stamina Spectre Flower X Stamina Snowdrop Flower,105,500,0,150,0,0,-2,0
Stamina Snowdrop Flower X Stamina Flag Flower,Stamina Flag Flower X Stamina Snowdrop Flower,105,500,0,140,0,0,0,0
Stamina Snowdrop Flower X Stamina Skeleplant,Stamina Skeleplant X Stamina Snowdrop Flower,105,500,0,100,-2,2,0,0
Stamina Snowdrop Flower X Stamina Electricone,Stamina Electricone X Stamina Snowdrop Flower,105,500,0,100,0,0,0,4
Stamina Snowdrop Flower X Stamina Fuzzball,Stamina Fuzzball X Stamina Snowdrop Flower,105,500,0,100,1,0,1,1
Stamina Snowdrop Flower X Stamina Wilowisp,Stamina Wilowisp X Stamina Snowdrop Flower,105,750,0,100,0,0,0,0
Stamina Snowdrop Flower X Stamina Plantern,Stamina Plantern X Stamina Snowdrop Flower,105,500,0,100,0,0,4,0
Stamina Snowdrop Flower X Stamina Heat Plant,Stamina Heat Plant X Stamina Snowdrop Flower,105,500,0,100,4,0,0,0
Stamina Snowdrop Flower X Stamina Ghostshroom,Stamina Ghostshroom X Stamina Snowdrop Flower,105,500,100,100,0,0,0,0
Stamina Snowdrop Flower X Stamina Colberry,Stamina Colberry X Stamina Snowdrop Flower,105,500,40,100,0,0,0,0
Stamina Snowdrop Flower X Stamina Applum,Stamina Applum X Stamina Snowdrop Flower,105,500,20,100,0,0,0,0
Stamina Snowdrop Flower X Stamina Tiny Flower,Stamina Tiny Flower X Stamina Snowdrop Flower,90,550,0,130,0,0,0,0
Stamina Snowdrop Flower X Stamina Sun Flower,Stamina Sun Flower X Stamina Snowdrop Flower,90,500,0,130,0,0,2,0
Stamina Snowdrop Flower X Stamina Fire Flower,Stamina Fire Flower X Stamina Snowdrop Flower,90,500,0,130,0,0,0,0
Stamina Snowdrop Flower X Stamina Pinwheel Flower,Stamina Pinwheel Flower X Stamina Snowdrop Flower,90,500,0,120,1,0,0,0
Stamina Snowdrop Flower X Stamina Zaplant,Stamina Zaplant X Stamina Snowdrop Flower,90,500,0,100,0,1,0,3
Stamina Snowdrop Flower X Stamina Wingfruit,Stamina Wingfruit X Stamina Snowdrop Flower,90,500,0,100,-8,0,0,8
Stamina Snowdrop Flower X Stamina Lilypad,Stamina Lilypad X Stamina Snowdrop Flower,90,500,15,100,0,0,0,0
Stamina Snowdrop Flower X Stamina CatTail,Stamina CatTail X Stamina Snowdrop Flower,90,500,0,100,0,0,3,0
Stamina Snowdrop Flower X Stamina Umbrellashroom,Stamina Umbrellashroom X Stamina Snowdrop Flower,90,500,0,100,-1,0,0,2
Stamina Snowdrop Flower X Stamina Mossball,Stamina Mossball X Stamina Snowdrop Flower,90,500,10,100,0,0,1,1
Stamina Snowdrop Flower X Stamina Popsiplant,Stamina Popsiplant X Stamina Snowdrop Flower,90,500,0,100,1,0,2,0
Stamina Snowdrop Flower X Stamina Hot Air Fruit,Stamina Hot Air Fruit X Stamina Snowdrop Flower,90,550,20,100,0,0,0,0
Stamina Snowdrop Flower X Stamina Bolt,Stamina Bolt X Stamina Snowdrop Flower,90,500,0,100,0,0,5,0
Stamina Snowdrop Flower X Stamina Flameroot,Stamina Flameroot X Stamina Snowdrop Flower,90,500,0,100,0,0,4,0
Stamina Snowdrop Flower X Stamina Bloodroot,Stamina Bloodroot X Stamina Snowdrop Flower,90,500,0,100,5,0,-5,0
Stamina Snowdrop Flower X Stamina Eyeberry,Stamina Eyeberry X Stamina Snowdrop Flower,90,600,0,100,0,0,0,0
Stamina Snowdrop Flower X Stamina Nimbus Plant,Stamina Nimbus Plant X Stamina Snowdrop Flower,90,500,0,100,0,0,0,3
Stamina Snowdrop Flower X Stamina Hot Pepper,Stamina Hot Pepper X Stamina Snowdrop Flower,90,500,0,100,3,0,0,0
Stamina Snowdrop Flower X Stamina Yarrow,Stamina Yarrow X Stamina Snowdrop Flower,90,500,30,100,0,0,0,0
Stamina Snowdrop Flower X Stamina Spirit Bane,Stamina Spirit Bane X Stamina Snowdrop Flower,90,500,0,100,0,0,-5,5
Stamina Snowdrop Flower X Stamina Prickly Plant,Stamina Prickly Plant X Stamina Snowdrop Flower,90,500,0,100,0,0,0,-4
Stamina Snowdrop Flower X Stamina Erdenleaf,Stamina Erdenleaf X Stamina Snowdrop Flower,90,500,0,100,0,-2,0,0
Stamina Snowdrop Flower X Exp Snowdrop Flower,Exp Snowdrop Flower X Stamina Snowdrop Flower,100,1250,0,200,0,0,0,0
Stamina Snowdrop Flower X Exp Gift Plant,Exp Gift Plant X Stamina Snowdrop Flower,100,2000,0,100,0,0,0,0
Stamina Snowdrop Flower X Exp Wilowisp,Exp Wilowisp X Stamina Snowdrop Flower,90,875,0,100,0,0,0,0
Stamina Snowdrop Flower X Exp Tiny Flower,Exp Tiny Flower X Stamina Snowdrop Flower,80,575,0,130,0,0,0,0
Stamina Snowdrop Flower X Exp Hot Air Fruit,Exp Hot Air Fruit X Stamina Snowdrop Flower,80,575,20,100,0,0,0,0
Stamina Snowdrop Flower X Exp Eyeberry,Exp Eyeberry X Stamina Snowdrop Flower,80,650,0,100,0,0,0,0
Stamina Snowdrop Flower X Health Snowman Plant,Health Snowman Plant X Stamina Snowdrop Flower,100,500,75,100,1,0,0,0
Stamina Snowdrop Flower X Health Ghostshroom,Health Ghostshroom X Stamina Snowdrop Flower,90,500,150,100,0,0,0,0
Stamina Snowdrop Flower X Health Colberry,Health Colberry X Stamina Snowdrop Flower,90,500,60,100,0,0,0,0
Stamina Snowdrop Flower X Health Applum,Health Applum X Stamina Snowdrop Flower,90,500,30,100,0,0,0,0
Stamina Snowdrop Flower X Health Lilypad,Health Lilypad X Stamina Snowdrop Flower,80,500,22.5,100,0,0,0,0
Stamina Snowdrop Flower X Health Mossball,Health Mossball X Stamina Snowdrop Flower,80,500,15,100,0,0,1,1
Stamina Snowdrop Flower X Health Hot Air Fruit,Health Hot Air Fruit X Stamina Snowdrop Flower,80,550,30,100,0,0,0,0
Stamina Snowdrop Flower X Health Yarrow,Health Yarrow X Stamina Snowdrop Flower,80,500,45,100,0,0,0,0
Stamina Snowdrop Flower X Power Bulbshroom,Power Bulbshroom X Stamina Snowdrop Flower,100,500,0,100,0,0,3,4.5
Stamina Snowdrop Flower X Power Ruby Plant,Power Ruby Plant X Stamina Snowdrop Flower,100,500,0,100,2,0,2,3
Stamina Snowdrop Flower X Power Black Pearl,Power Black Pearl X Stamina Snowdrop Flower,100,500,0,100,0,-3,0,7.5
Stamina Snowdrop Flower X Power Electricone,Power Electricone X Stamina Snowdrop Flower,90,500,0,100,0,0,0,6
Stamina Snowdrop Flower X Power Fuzzball,Power Fuzzball X Stamina Snowdrop Flower,90,500,0,100,1,0,1,1.5
Stamina Snowdrop Flower X Power Zaplant,Power Zaplant X Stamina Snowdrop Flower,80,500,0,100,0,1,0,4.5
Stamina Snowdrop Flower X Power Wingfruit,Power Wingfruit X Stamina Snowdrop Flower,80,500,0,100,-8,0,0,12
Stamina Snowdrop Flower X Power Umbrellashroom,Power Umbrellashroom X Stamina Snowdrop Flower,80,500,0,100,-1,0,0,3
Stamina Snowdrop Flower X Power Mossball,Power Mossball X Stamina Snowdrop Flower,80,500,10,100,0,0,1,1.5
Stamina Snowdrop Flower X Power Nimbus Plant,Power Nimbus Plant X Stamina Snowdrop Flower,80,500,0,100,0,0,0,4.5
Stamina Snowdrop Flower X Power Spirit Bane,Power Spirit Bane X Stamina Snowdrop Flower,80,500,0,100,0,0,-5,7.5
Stamina Snowdrop Flower X Speed Bulbshroom,Speed Bulbshroom X Stamina Snowdrop Flower,100,500,0,100,0,0,4.5,3
Stamina Snowdrop Flower X Speed Ruby Plant,Speed Ruby Plant X Stamina Snowdrop Flower,100,500,0,100,2,0,3,2
Stamina Snowdrop Flower X Speed Fuzzball,Speed Fuzzball X Stamina Snowdrop Flower,90,500,0,100,1,0,1.5,1
Stamina Snowdrop Flower X Speed Plantern,Speed Plantern X Stamina Snowdrop Flower,90,500,0,100,0,0,6,0
Stamina Snowdrop Flower X Speed Sun Flower,Speed Sun Flower X Stamina Snowdrop Flower,80,500,0,130,0,0,3,0
Stamina Snowdrop Flower X Speed CatTail,Speed CatTail X Stamina Snowdrop Flower,80,500,0,100,0,0,4.5,0
Stamina Snowdrop Flower X Speed Mossball,Speed Mossball X Stamina Snowdrop Flower,80,500,10,100,0,0,1.5,1
Stamina Snowdrop Flower X Speed Popsiplant,Speed Popsiplant X Stamina Snowdrop Flower,80,500,0,100,1,0,3,0
Stamina Snowdrop Flower X Speed Bolt,Speed Bolt X Stamina Snowdrop Flower,80,500,0,100,0,0,7.5,0
Stamina Snowdrop Flower X Speed Flameroot,Speed Flameroot X Stamina Snowdrop Flower,80,500,0,100,0,0,6,0
Stamina Snowdrop Flower X Tame Snowdrop Flower,Tame Snowdrop Flower X Stamina Snowdrop Flower,100,1000,0,250,0,0,0,0
Stamina Snowdrop Flower X Tame Spectre Flower,Tame Spectre Flower X Stamina Snowdrop Flower,90,500,0,175,0,0,-2,0
Stamina Snowdrop Flower X Tame Flag Flower,Tame Flag Flower X Stamina Snowdrop Flower,90,500,0,160,0,0,0,0
Stamina Snowdrop Flower X Tame Tiny Flower,Tame Tiny Flower X Stamina Snowdrop Flower,80,550,0,145,0,0,0,0
Stamina Snowdrop Flower X Tame Sun Flower,Tame Sun Flower X Stamina Snowdrop Flower,80,500,0,145,0,0,2,0
Stamina Snowdrop Flower X Tame Fire Flower,Tame Fire Flower X Stamina Snowdrop Flower,80,500,0,145,0,0,0,0
Stamina Snowdrop Flower X Tame Pinwheel Flower,Tame Pinwheel Flower X Stamina Snowdrop Flower,80,500,0,130,1,0,0,0
Stamina Snowdrop Flower X Tame Flake Flower,Tame Flake Flower X Stamina Snowdrop Flower,50,500,0,175,-2,0,-2,-2
Stamina Snowdrop Flower X Magic Mushroom,Magic Mushroom X Stamina Snowdrop Flower,160,500,0,100,0,0,0,0
Stamina Snowdrop Flower X Snow Flobes,Snow Flobes X Stamina Snowdrop Flower,140,500,0,100,0,0,0,0
Stamina Snowdrop Flower X Squish,Squish X Stamina Snowdrop Flower,120,500,0,100,0,0,0,0
Stamina Snowdrop Flower X Stonefruit,Stonefruit X Stamina Snowdrop Flower,110,500,0,100,0,0,0,0
Stamina Snowdrop Flower X Snowdrop Flower,Snowdrop Flower X Stamina Snowdrop Flower,100,1000,0,200,0,0,0,0
Stamina Snowdrop Flower X Icicle Root,Icicle Root X Stamina Snowdrop Flower,100,500,0,100,-5,5,-5,-5
Stamina Snowdrop Flower X Sweater Plant,Sweater Plant X Stamina Snowdrop Flower,100,500,0,100,0,3,0,0
Stamina Snowdrop Flower X Chilly Berry,Chilly Berry X Stamina Snowdrop Flower,100,500,0,100,1,1,0,0
Stamina Snowdrop Flower X Bulbshroom,Bulbshroom X Stamina Snowdrop Flower,100,500,0,100,0,0,3,3
Stamina Snowdrop Flower X Ruby Plant,Ruby Plant X Stamina Snowdrop Flower,100,500,0,100,2,0,2,2
Stamina Snowdrop Flower X Snowman Plant,Snowman Plant X Stamina Snowdrop Flower,100,500,50,100,1,0,0,0
Stamina Snowdrop Flower X Gift Plant,Gift Plant X Stamina Snowdrop Flower,100,1500,0,100,0,0,0,0
Stamina Snowdrop Flower X Cresent Plant,Cresent Plant X Stamina Snowdrop Flower,100,500,0,100,5,0,0,0
Stamina Snowdrop Flower X Beach Peach,Beach Peach X Stamina Snowdrop Flower,100,500,0,100,0,0,0,0
Stamina Snowdrop Flower X Popcorn Plant,Popcorn Plant X Stamina Snowdrop Flower,100,500,0,100,0,-1,0,0
Stamina Snowdrop Flower X Black Pearl,Black Pearl X Stamina Snowdrop Flower,100,500,0,100,0,-3,0,5
Stamina Snowdrop Flower X Spectre Flower,Spectre Flower X Stamina Snowdrop Flower,90,500,0,150,0,0,-2,0
Stamina Snowdrop Flower X Flag Flower,Flag Flower X Stamina Snowdrop Flower,90,500,0,140,0,0,0,0
Stamina Snowdrop Flower X Skeleplant,Skeleplant X Stamina Snowdrop Flower,90,500,0,100,-2,2,0,0
Stamina Snowdrop Flower X Electricone,Electricone X Stamina Snowdrop Flower,90,500,0,100,0,0,0,4
Stamina Snowdrop Flower X Fuzzball,Fuzzball X Stamina Snowdrop Flower,90,500,0,100,1,0,1,1
Stamina Snowdrop Flower X Wilowisp,Wilowisp X Stamina Snowdrop Flower,90,750,0,100,0,0,0,0
Stamina Snowdrop Flower X Plantern,Plantern X Stamina Snowdrop Flower,90,500,0,100,0,0,4,0
Stamina Snowdrop Flower X Heat Plant,Heat Plant X Stamina Snowdrop Flower,90,500,0,100,4,0,0,0
Stamina Snowdrop Flower X Ghostshroom,Ghostshroom X Stamina Snowdrop Flower,90,500,100,100,0,0,0,0
Stamina Snowdrop Flower X Colberry,Colberry X Stamina Snowdrop Flower,90,500,40,100,0,0,0,0
Stamina Snowdrop Flower X Applum,Applum X Stamina Snowdrop Flower,90,500,20,100,0,0,0,0
Stamina Snowdrop Flower X Tiny Flower,Tiny Flower X Stamina Snowdrop Flower,80,550,0,130,0,0,0,0
Stamina Snowdrop Flower X Sun Flower,Sun Flower X Stamina Snowdrop Flower,80,500,0,130,0,0,2,0
Stamina Snowdrop Flower X Fire Flower,Fire Flower X Stamina Snowdrop Flower,80,500,0,130,0,0,0,0
Stamina Snowdrop Flower X Pinwheel Flower,Pinwheel Flower X Stamina Snowdrop Flower,80,500,0,120,1,0,0,0
Stamina Snowdrop Flower X Zaplant,Zaplant X Stamina Snowdrop Flower,80,500,0,100,0,1,0,3
Stamina Snowdrop Flower X Wingfruit,Wingfruit X Stamina Snowdrop Flower,80,500,0,100,-8,0,0,8
Stamina Snowdrop Flower X Lilypad,Lilypad X Stamina Snowdrop Flower,80,500,15,100,0,0,0,0
Stamina Snowdrop Flower X CatTail,CatTail X Stamina Snowdrop Flower,80,500,0,100,0,0,3,0
Stamina Snowdrop Flower X Umbrellashroom,Umbrellashroom X Stamina Snowdrop Flower,80,500,0,100,-1,0,0,2
Stamina Snowdrop Flower X Mossball,Mossball X Stamina Snowdrop Flower,80,500,10,100,0,0,1,1
Stamina Snowdrop Flower X Popsiplant,Popsiplant X Stamina Snowdrop Flower,80,500,0,100,1,0,2,0
Stamina Snowdrop Flower X Hot Air Fruit,Hot Air Fruit X Stamina Snowdrop Flower,80,550,20,100,0,0,0,0
Stamina Snowdrop Flower X Bolt,Bolt X Stamina Snowdrop Flower,80,500,0,100,0,0,5,0
Stamina Snowdrop Flower X Flameroot,Flameroot X Stamina Snowdrop Flower,80,500,0,100,0,0,4,0
Stamina Snowdrop Flower X Bloodroot,Bloodroot X Stamina Snowdrop Flower,80,500,0,100,5,0,-5,0
Stamina Snowdrop Flower X Eyeberry,Eyeberry X Stamina Snowdrop Flower,80,600,0,100,0,0,0,0
Stamina Snowdrop Flower X Nimbus Plant,Nimbus Plant X Stamina Snowdrop Flower,80,500,0,100,0,0,0,3
Stamina Snowdrop Flower X Hot Pepper,Hot Pepper X Stamina Snowdrop Flower,80,500,0,100,3,0,0,0
Stamina Snowdrop Flower X Yarrow,Yarrow X Stamina Snowdrop Flower,80,500,30,100,0,0,0,0
Stamina Snowdrop Flower X Spirit Bane,Spirit Bane X Stamina Snowdrop Flower,80,500,0,100,0,0,-5,5
Stamina Snowdrop Flower X Prickly Plant,Prickly Plant X Stamina Snowdrop Flower,80,500,0,100,0,0,0,-4
Stamina Snowdrop Flower X Erdenleaf,Erdenleaf X Stamina Snowdrop Flower,80,500,0,100,0,-2,0,0
